ReactionID	Flux	Equation	EC	Kcat_MW	E
R2271	0.0	h_e + pyr_e --> h_c + pyr_c			
R2274	0.0	glcur_e --> glcur_c			
R2276	0.0	gly_e + h_e --> gly_c + h_c			
R2277	0.0	ala__L_e + h_e --> ala__L_c + h_c			
R2299	0.0	h_e --> h_c			
R2301	0.0	thymd_c --> thymd_e			
R2302_num1	0.0	NA1_c + atp_c + h2o_c --> NA1_e + adp_c + h_c + pi_c	3.6.3.7		
R2316	0.0	fum_c --> fum_m			
R2317	0.0	icit_c --> icit_m			
R2318	0.0	cbp_c --> cbp_m			
R2319	0.0	PROP_m --> PROP_c			
R2321	0.0	ile__L_m --> ile__L_c			
R2323	0.0	lys__L_c --> lys__L_m			
R2328	0.0	h2o_c --> h2o_m			
R2329	4.609	o2_c --> o2_m			
R2330	0.0	co2_c --> co2_m			
R2331	0.0	nh4_c --> nh4_m			
R2335	0.0	bzal_e --> bzal_c			
R2336	0.0	GLYCO_e --> GLYCO_c			
R2337	0.0	4hbz_e --> 4hbz_c			
R2338	0.0	gam_e --> gam_c			
R2339	0.0	acgam_e --> acgam_c			
R2340	0.0	adn_e --> adn_c			
R2341	0.0	ins_e --> ins_c			
R2342	0.0	hom__L_e --> hom__L_c			
R2343	0.0	ala__D_e --> ala__D_c			
R2344	0.0	drib_e --> drib_c			
R2345	0.0	4abut_e --> 4abut_c			
R2346	0.0	tag__D_e --> tag__D_c			
R2347	0.0	CPD_3785_e --> CPD_3785_c			
R2348	0.0	CPD_8979_e --> CPD_8979_c			
R2349	0.0	5dglcn_e --> 5dglcn_c			
R2350	0.0	CPD_13061_e --> CPD_13061_c			
R2351	0.0	CPD_3618_e --> CPD_3618_c			
R2352	0.0	malon_e --> malon_c			
R2353	0.0	R_actn_e --> R_actn_c			
R2354	0.0	hqn_e --> hqn_c			
R2355	0.0	ALA_GLY_e --> ALA_GLY_c			
R2356	0.0	ALA_HIS_e --> ALA_HIS_c			
R2357	0.0	CE5866_e --> CE5866_c			
R2358	0.0	GLY_MET_e --> GLY_MET_c			
R2359	0.0	gsn_e --> gsn_c			
R2360	0.0	DASN_e --> DASN_c			
R2361	0.0	no2_e --> no2_c			
R2362	0.0	xtsn_e --> xtsn_c			
R2363	0.0	asp__D_e --> asp__D_c			
R2364	0.0	ALA_ASP_e --> ALA_ASP_c			
R2365	0.0	urate_e --> urate_c			
R2366	0.0	GLY_GLU_e --> GLY_GLU_c			
R2367	0.0	ALA_GLU_e --> ALA_GLU_c			
R2368	0.0	ALA_GLN_e --> ALA_GLN_c			
R2369	0.0	MET_ALA_e --> MET_ALA_c			
R2370	0.0	glu__D_e --> glu__D_c			
R2371	0.0	ALA_THR_e --> ALA_THR_c			
R2372	0.0	GLY_ASN_e --> GLY_ASN_c			
R2373	0.0	GLY_GLN_e --> GLY_GLN_c			
R2374	0.0	lys__D_e --> lys__D_c			
R2375	0.0	ser__D_e --> ser__D_c			
R2376	0.0	ser__D_c --> ser__D_m			
R2377	0.0	C11821_x --> C11821_c			
R2378	0.0	amet_x --> amet_c			
R2387	0.0	dcdp_c --> dcdp_m			
R2388	0.0	dtmp_c --> dtmp_m			
R2389	0.0	2dhp_c --> 2dhp_m			
R2390	0.0	for_c --> for_m			
R2391	30.0	h2o_e --> 			
R2392	0.0	co2_e --> 			
R2393	-0.0	nh4_e --> 			
R2394	0.0	no3_e --> 			
R2395	0.0	urea_e --> 			
R2396	0.0	o2_e --> 			
R2397	0.0	pi_e --> 			
R2398	0.0	so4_e --> 			
R2399	-10.0	glc__D_e <=> 			
R2400	25.213	h_e --> 			
R2401	0.0	gal_e --> 			
R2402	0.0	fru_e --> 			
R2403	0.0	man_e --> 			
R2404	0.0	srb__L_e --> 			
R2405	0.0	arab__D_e --> 			
R2406	0.0	arab__L_e --> 			
R2407	0.0	rib__D_e --> 			
R2408	0.0	xyl__D_e --> 			
R2409	0.0	rmn_e --> 			
R2410	0.0	lcts_e --> 			
R2411	0.0	malt_e --> 			
R2412	0.0	sucr_e --> 			
R2413	0.0	tre_e --> 			
R2414	0.0	6dg_e --> 			
R2415	0.0	stys_e --> 			
R2416	0.0	raffin_e --> 			
R2417	0.0	cellb_e --> 			
R2418	0.0	AMYLP_e --> 			
R2419	0.0	GLYCO_e --> 			
R2420	0.0	MANNAN_e --> 			
R2421	0.0	meoh_e --> 			
R2422	0.0	etoh_e --> 			
R2423	0.0	glyc_e --> 			
R2424	0.0	EOL_e --> 			
R2425	0.0	abt__D_e --> 			
R2426	0.0	abt_e --> 			
R2427	0.0	rbt_e --> 			
R2428	0.0	xylt_e --> 			
R2429	0.0	galt_e --> 			
R2430	0.0	mnl_e --> 			
R2431	0.0	sbt__D_e --> 			
R2432	0.0	mal__L_e --> 			
R2433	0.0	akg_e --> 			
R2434	0.0	cit_e --> 			
R2435	15.0	fum_e --> 			
R2436	0.0	oxa_e --> 			
R2437	0.0	pyr_e --> 			
R2438	0.0	succ_e --> 			
R2439	0.0	ac_e --> 			
R2440	0.0	galur_e --> 			
R2441	0.0	glcn_e --> 			
R2442	0.0	glcur_e --> 			
R2443	0.0	lac__L_e --> 			
R2444	0.0	PROP_e --> 			
R2445	0.0	quin_e --> 			
R2446	0.0	C40_e --> 			
R2447	0.0	ala__L_e --> 			
R2448	0.0	arg__L_e --> 			
R2449	0.0	asn__L_e --> 			
R2450	0.0	asp__L_e --> 			
R2451	0.0	cys__L_e --> 			
R2452	0.0	glu__L_e --> 			
R2453	0.0	gln__L_e --> 			
R2454	0.0	gly_e --> 			
R2455	0.0	his__L_e --> 			
R2456	0.0	ile__L_e --> 			
R2457	0.0	leu__L_e --> 			
R2458	0.0	lys__L_e --> 			
R2459	0.0	met__L_e --> 			
R2460	0.0	phe__L_e --> 			
R2461	0.0	pro__L_e --> 			
R2462	0.0	ser__L_e --> 			
R2463	0.0	thr__L_e --> 			
R2464	0.0	trp__L_e --> 			
R2465	0.0	tyr__L_e --> 			
R2466	0.0	val__L_e --> 			
R2467	0.0	citr__L_e --> 			
R2468	0.0	orn_e --> 			
R2469	0.0	BUTN_e --> 			
R2470	0.0	alltn_e --> 			
R2471	0.0	uri_e --> 			
R2472	0.0	ade_e --> 			
R2473	0.0	xan_e --> 			
R2474	0.0	dha_e --> 			
R2475	0.0	PECTIN_e --> 			
R2476	0.0	DEXTRIN_e --> 			
R2477	0.0	thymd_e --> 			
R2478	0.0	acac_e --> 			
R2479	0.0	cytd_e --> 			
R2480	0.0	4hbz_e --> 			
R2481	0.0	gam_e --> 			
R2482	0.0	malttr_e --> 			
R2483	0.0	acgam_e --> 			
R2484	0.0	adn_e --> 			
R2485	0.0	ins_e --> 			
R2486	0.0	hom__L_e --> 			
R2487	0.0	ala__D_e --> 			
R2488	0.0	CYCLODEXTIN_e --> 			
R2489	0.0	pala_e --> 			
R2490	0.0	arbt_e --> 			
R2491	0.0	GENTIOBIOSE_e --> 			
R2492	0.0	drib_e --> 			
R2493	0.0	4abut_e --> 			
R2494	0.0	tag__D_e --> 			
R2495	0.0	CPD_3785_e --> 			
R2496	0.0	CPD_8979_e --> 			
R2497	0.0	5dglcn_e --> 			
R2498	0.0	CPD_13061_e --> 			
R2499	0.0	CPD_3618_e --> 			
R2500	0.0	malon_e --> 			
R2501	0.0	R_actn_e --> 			
R2502	-0.0	hqn_e --> 			
R2503	0.0	ALA_GLY_e --> 			
R2504	0.0	ALA_HIS_e --> 			
R2505	0.0	CE5866_e --> 			
R2506	0.0	GLY_MET_e --> 			
R2507	0.0	gsn_e --> 			
R2508	0.0	DASN_e --> 			
R2509	0.0	no2_e --> 			
R2510	0.0	xtsn_e --> 			
R2511	0.0	asp__D_e --> 			
R2512	0.0	ALA_ASP_e --> 			
R2513	0.0	urate_e --> 			
R2514	0.0	GLY_GLU_e --> 			
R2515	0.0	ALA_GLU_e --> 			
R2516	0.0	ALA_GLN_e --> 			
R2517	0.0	MET_ALA_e --> 			
R2518	0.0	glu__D_e --> 			
R2519	0.0	ALA_THR_e --> 			
R2520	0.0	GLY_ASN_e --> 			
R2521	0.0	GLY_GLN_e --> 			
R2522	0.0	lys__D_e --> 			
R2523	0.0	ser__D_e --> 			
R2524	0.0	fe2_e --> 			
R2525	0.0	AMYD_e --> 			
R2526	0.0	MDN_e --> 			
Biomass	0.0	BIOMASS_c --> 			
R2527	0.0	CPD_13036_c --> CPD_13036_m			
R2528	0.0	sbt__D_c --> sbt__D_m			
R2529	0.0	2D3DLR_c --> 2D3DLR_m			
R2530	0.0	lald__L_c --> lald__L_m			
R2531	0.0	0.25 CERB1A_c + 0.25 CERB1B_c + 0.25 CERB1C_c + 0.25 CERB1D_c --> CERB1_c			
R2532	0.0	0.25 CERB2A_c + 0.25 CERB2B_c + 0.25 CERB2C_c + 0.25 CERB2D_c --> CERB2_c			
R2533	0.0	0.5 GALCERA_c + 0.5 GALCERB_c --> GALCER_c			
R2534	0.0	0.4157 TRNAALA_c + 0.2708 TRNAARG_c + 0.2144 TRNAASN_c + 0.2144 TRNAASP_c + 0.0053 TRNACYS_c + 0.4423 TRNAGLN_c + 0.4423 TRNAGLU_c + 0.3187 TRNAGLY_c + 0.0736 TRNAHIS_c + 0.2011 TRNAILE_c + 0.3988 TRNALEU_c + 0.3237 TRNALYS_c + 0.0092 TRNAMET_c + 0.1732 TRNAPHE_c + 0.2323 TRNAPRO_c + 0.271 TRNASER_c + 0.2631 TRNATHR_c + 0.0647 TRNATRP_c + 0.0235 TRNATYR_c + 0.2141 TRNAVAL_c --> PROTEIN_c + 4.5722 TRNA_c			
R2535	0.0	0.6322 13GLUCAN_c + 0.09021 14GLUCAN_c + 0.009972 GAG_c + 0.08835 GGM_c + 0.0589 NIG_c + 0.07815 PSNIG_c + 0.3764 chtn_c --> CELLWALL_c			
R2536	0.0	0.0002986 CERB1_c + 0.000307 CERB2_c + 0.01738 CLPA_c + 0.0009668 DAGLY_c + 0.0002215 GALCER_c + 0.0002418 GLUCER1_c + 0.00249 LPE_c + 0.0008394 MAGLY_c + 0.008802 PE_c + 0.000945 PS_c + 9.886e-05 TGDMIPC_c + 0.0040406 clpnho_c + 0.03498 ergst_c + 0.0002424 glusideho_c + 0.0002932 hdca_c + 0.0003756 lnlc_c + 7.456e-05 ocdca_c + 0.0003216 ocdcea_c + 0.001295 pailho_c + 0.009277 pcholho_c + 0.00543 tagho_c --> LIPIDS_c			
R2537	0.0	0.03077 abt__D_c + 0.2209 glc__D_c + 0.05327 inost_c + 0.0501 mnl_c + 0.227 tre_c --> SMALLM_c			
R2538	0.0	CELLWALL_c + DNA_c + LIPIDS_c + PROTEIN_c + RNA_c + SMALLM_c + 61.0 atp_c + 61.0 h2o_c --> BIOMASS_c + 61.0 adp_c + 61.0 pi_c			
R2539	0.0	lyx__L_e --> 			
R2540	0.0	lyx__L_e --> lyx__L_c			
R2541_num1	0.0	lyx__L_c --> xylu__L_c	5.1.3.-		
R2542	0.0	L_GALACTONO_1__44__4_LACTONE_e --> 			
R2543_num1	0.0	L_GALACTONO_1__44__4_LACTONE_e + h2o_e --> galctn__L_e + h_e	3.1.1.-		
R2544	0.0	galctn__L_e --> galctn__L_c			
R2545	0.0	METHYL_B_D_GLUCOSIDE_e --> 			
R2546	0.0	METHYL_B_D_GLUCOSIDE_e --> METHYL_B_D_GLUCOSIDE_c			
R2548	0.0	mal__D_e --> 			
R2549	0.0	mal__D_e --> mal__D_c			
R2550	0.0	mal__D_c + nad_c --> co2_c + nadh_c + pyr_c	1.1.1.83		
R2551	0.0	DVAL_e --> 			
R2552	0.0	DVAL_e --> DVAL_c			
R2553	0.0	DVAL_c --> val__L_c	5.1.1.10		
R2555	0.0	CPD_8742_c + h_c + nadh_c --> 2oxoadp_c + nad_c	1.1.1.-		
R2556	0.0	2oxoadp_c --> 2oxoadp_m			
R2557	0.0	h2s_c --> h2s_e			
R2558	0.0	h2s_e --> 			
R2560	0.0	3c4mop_m + h_m --> 4mop_c + co2_m			
R2561	0.0	h_m + hco3_m --> co2_m + h2o_c	4.2.1.1		
R2562	0.0	3hmbcoa_m + nad_m --> 2maacoa_m + nadh_m	1.1.1.178		
R2564	0.0	saccrp__L_c --> saccrp__L_m			
R2565	0.0	pro__L_c --> pro__L_m			
R2566	0.0	2hyoxplac_c + nadph_c + o2_c --> h2o_c + hgentis_c + nadp_c	1.14.14.-		
R2567	0.0	4mlacac_c --> 4fumacac_c	5.2.1.2		
R2568	0.0	5aptn_e --> 			
R2569	-0.0	5aptn_e --> 5aptn_c			
R2570	-0.0	5aptn_c + akg_c --> glu__L_c + oxptn_c	2.6.1.48		
R2571	0.0	glutar_c --> glutar_m			
R2572	0.0	citr__L_e --> citr__L_c			
R2573	0.0	guln__L_c + nad_c --> 3dhguln_c + h_c + nadh_c	1.1.1.45		
R2574	0.0	3dhguln_c + h_c --> co2_c + xylu__L_c	4.1.1.34		
R2575	0.0	2obut_c --> 2obut_m			
R2576	2.569	34dhbz_c + o2_c --> CCbuttc_c + 2.0 h_c	1.13.11.3		
R2577	2.569	CCbuttc_c + h_c --> 4cml_c	5.5.1.2		
R2578	2.569	4cml_c + h_c --> 5odhf2a_c + co2_c	4.1.1.44		
R2579	2.569	3oxoadp_c --> 3oxoadp_m			
R2580	0.0	EOL_e + h_e --> EOL_c + h_c			
R2581	0.0	EOL_c + nad_c --> E_c + h_c + nadh_c			
R2582	-0.0	E_c + atp_c --> adp_c + e4p_c + h_c			
R2583	0.0	LAMINARAN_e --> 			
R2584	0.0	LAMINARAN_e + pi_e --> g1p_e			
R2585	0.0	g1p_e --> g1p_c			
R2586	0.0	gcald_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c	1.2.1.21		
R2587	0.0	CPD_13061_c --> tartr__L_c			
R2588	0.0	tartr__L_c --> h2o_c + oaa_c	4.2.1.32		
R2589	0.0	btal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c	1.2.1.57		
R2590	0.0	btcoa_c --> btcoa_m			
R2593	0.0	ham_e --> 			
R2594	0.0	ham_e --> ham_c			
R2595	0.0	2.0 h_c + ham_c + nadh_c --> h2o_c + nad_c + nh4_c	1.7.1.10		
R2596	0.0	etha_c --> acald_c + nh4_c	4.3.1.7		
R2597	0.0	etha_e --> 			
R2598	0.0	etha_e --> etha_c			
R2599	0.0	frmd_e --> 			
R2600	0.0	frmd_e --> frmd_c			
R2601	0.0	icit_x --> icit_c			
R2602	0.0	succ_x --> succ_c			
R2603	0.0	glx_x --> glx_c			
R2607	0.0	XYLOB_e --> 			
R1_reverse	0.0	0.67 BDGLC_e + 0.33 glc__aD_e --> glc__D_e			
R2_reverse	0.0	0.67 BDGLC_c + 0.33 Glc_aD_c --> glc__D_c			
R69_reverse	0.0	acald_c + g3p_c --> 2dr5p_c			
R162_reverse_num1	0.0	C17328_c --> CPD_663_c + 2.0 h_c			
R301_reverse	0.0	C192ACP_c + 2.0 h2o_c + nadp_c --> C191ACP_c + h_c + nadph_c + o2_c			
R303_reverse	0.0	C182ACP_c + 2.0 h2o_c + nadp_c --> C181ACP_c + h_c + nadph_c + o2_c			
R305_reverse	0.0	C162ACP_c + 2.0 h2o_c + nadp_c --> C161ACP_c + h_c + nadph_c + o2_c			
R321_reverse_num1	0.0	C22145_x + 3.0 amp_x + h2o_x + 2.0 h_x + 3.0 ppi_x --> ala__L_x + anth_x + 3.0 atp_x + trp__L_x			
R322_reverse	0.0	C22145_c + 3.0 amp_c + h2o_c + 2.0 h_c + 3.0 ppi_c --> ala__L_c + anth_c + 3.0 atp_c + trp__L_c			
R323_reverse_num1	0.0	C22147_x + amp_x + h2o_x + h_c + ppi_x --> C22146_x + ala__L_x + atp_x			
R579_reverse_num1	0.0	ACP_c + pmtcoa_c --> C160ACP_c + coa_c			
R728_reverse	0.0	2.0 C15810_m + 2.0 h_m + mpt_m --> 2.0 C15814_m + CPD_13467_m			
R868_reverse	0.0	ahcys_x + h_x + pchol_cho_x --> C04308_x + amet_x			
R898_reverse_num1	0.0	DONOR_H2_c + betald_c --> chol_c			
R900_reverse	0.0	DONOR_H2_m + betald_m --> chol_m			
R935_reverse_num1	0.0	C4HCOA_x --> b2coa_x + h2o_x			
R969_reverse	0.0	2.0 h_c + pail5pho_c + pi_c --> h2o_c + pail35pho_c			
R970_reverse_num1	0.0	h_c + pail_cho_x + pi_x --> h2o_x + h_x + pail4p_cho_x			
R971_reverse	0.0	2.0 h_c + pail3pho_c + pi_c --> h2o_c + pail35pho_c			
R995_reverse	0.0	glutcoa_m + succ_m --> glutar_m + succoa_m			
R999_reverse	0.0	CPD_19133_m --> CPD_19136_m			
R1000_reverse	0.0	e4p_c --> CPD_19133_c			
R1011_reverse	0.0	CPD_3321_c + h2o_c --> C20279_c			
R1051_reverse	0.0	CPD_15435_c + h2o_c + ppi_c --> atp_c + hco3_c + thr__L_c			
R1060_reverse	0.0	DOLICHOLP_x + h_x + pi_x --> CPD_224_x + h2o_x			
R1062_reverse	0.0	G00001_x + ump_x --> C00110_x + uacgam_x			
R1064_reverse	0.0	G00002_c + G10619_c --> G00001_c + uacgam_c			
R1069_reverse	0.0	G00002_x + G10619_x --> G00001_x + uacgam_x			
R1211_reverse	0.0	SCOPOLETIN_c + coa_c + 4.0 h_c --> C21459_c			
R1212_reverse	0.0	CPD_8186_c + coa_c + 4.0 h_c --> C22070_c			
R1223_reverse	0.0	1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE_m + coa_m --> CPD_8343_m + pmtcoa_m			
R1224_reverse	0.0	1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE_x + coa_x --> CPD_8343_x + pmtcoa_x			
R1226_reverse	0.0	coa_x + pe1819Z1819Z_x --> CPD_8355_x + ocdce9coa_x			
R1252_reverse_num1	0.0	2mcacn_m + h2o_m --> 2mcit_m			
R1253_reverse	0.0	micit_m --> 2mcacn_m + h2o_m			
R1254_reverse	0.0	pyr_m + succ_m --> micit_m			
R1261_reverse	0.0	C21018_m + coa_m --> C15973_m + ppcoa_m			
R1371_reverse	0.0	fprica_c + thf_c --> 10fthf_c + aicar_c			
R1481_reverse	0.0	ALL_TRANS_RETINYL_ESTERS_x + coa_x --> retinol_x			
R1496_reverse	0.0	amp_x + fmn_x + 2.0 h_x --> fad_x + h2o_x			
R1497_reverse	0.0	25N65PRP_c + nad_c --> 25drapp_c + 3.0 h_c + nadh_c			
R1541_reverse	0.0	thr__L_c --> thr__L_m			
R1542_reverse	0.0	leu__L_c --> leu__L_m			
R1543_reverse	0.0	val__L_c --> val__L_m			
R1561_reverse_num1	0.0	coa_x + dhcrmho_c_x + 5.0 h_c --> acoa_x + sphgn_x			
R1562_reverse_num1	0.0	coa_x + 5.0 h_x + phcrm_hs_x --> C12146_x + psphings_x			
R1614_reverse	0.0	nadp_c + zymstnl_c --> h_c + nadph_c + zymst_c			
R1615_reverse	0.0	CE2314_c + nadp_c --> DCDOL_c + h_c + nadph_c			
R1616_reverse	0.0	C22136_c + co2_c + h_c + nadph_c --> C22112_c + nadp_c			
R1625_reverse	0.0	CPD_4187_c + nadp_c --> CPD_8646_c + h_c + nadph_c			
R1676_reverse	0.0	CE1944_c + h2o_c --> 4abutn_c			
R1699_reverse	0.0	hexdp_m + 2.0 ppi_m --> ggdp_m + 2.0 ipdp_m			
R1713_reverse	0.0	glx_c + nh4_c --> dhgly_c + h2o_c			
R1734_reverse	0.0	h2o_m + h_m + thp2c_m --> L2aadp6sa_m			
R1807_reverse	0.0	CPD_11656_m + ahcys_m + h_m --> CPD_11655_m + amet_m			
R1809_reverse	0.0	ahcys_m + 3.0 h_m + q8_m --> 2omhmbl_m + amet_m			
R1810_reverse	0.0	CPD_15836_c + ahcys_c + h_c --> CPD_15838_c + amet_c			
R1811_reverse	0.0	CPD_15837_c + ahcys_c + h_c --> CPD_15839_c + amet_c			
R1828_reverse	0.0	3hmop_m --> 2ahbut_m			
R1838_reverse	0.0	glu__L_m + mmtsa_m --> CPD_466_m + akg_m			
R1842_reverse	0.0	C15979_m + coa_m --> 2MC40COA_m + C15973_m			
R1846_reverse	0.0	C15975_m + coa_m --> C15973_m + ivcoa_m			
R1855_reverse	0.0	amp_c + mmcoa__R_c + ppi_c --> atp_c + coa_c + mmal_c			
R1856_reverse	0.0	BCAA_DEHYDROGENASE_2MP_DH_LIPOYL_m + coa_m --> BCAA_DEHYDROGENASE_DH_LIPOYL_m + ibcoa_m			
R1904_reverse	0.0	C20507_c + ac_c + h_c --> C20505_c + h2o_c			
R1906_reverse	0.0	CPD_10162_m + h_m + nadph_m --> CPD_10163_m + nadp_m			
R1907_reverse	0.0	C20503_m + h_m + nadph_m --> C20504_m + nadp_m			
R1909_reverse	0.0	C20505_m + h_m + nadph_m --> C20506_m + nadp_m			
R1910_reverse	0.0	C20507_m + h_m + nadph_m --> C20508_m + nadp_m			
R1911_reverse	0.0	C20574_m + h2o_m --> C20502_m			
R1964_reverse	0.0	1pyr5c_m + h2o_c + h_c --> glu5sa_m			
R1973_reverse	0.0	h2o_c + nh4_c --> h_c + nh4oh_c			
R1976_reverse	0.0	alltn_c --> 0.5 R__ALLANTOIN_c + 0.5 S_ALLANTOIN_c			
R2005_reverse	0.0	3hmoa_m --> ACLAC_m			
R2007_reverse	0.0	glu__L_c --> glu__D_c			
R2012_reverse	0.0	lys__L_c --> lys__D_c			
R2016_reverse	0.0	sucr_e --> pala_e			
R2023_reverse	0.0	R__ALLANTOIN_c + co2_c --> C11821_c + h2o_c			
R2024_reverse	0.0	S_ALLANTOIN_c + co2_c --> C11821_c + h2o_c			
R2025_reverse	0.0	inost_m + raffin_m --> 1Dgali_m + sucr_m			
R2027_reverse	0.0	aldehyde_c + glyc_c + h_c --> 1_HYDROXYALKYL_SN_GLYCEROL_c			
R2028_reverse	0.0	2obut_c + nh4_c --> C17234_c + h2o_c			
R2029_reverse	0.0	3oacoa_x + co2_x + coa_x --> acoa_x + h_x + malcoa_x			
R2037_reverse	0.0	C20905_c --> C17234_c			
R2038_reverse	0.0	adp_c + h_c + tre6p_c --> adpglc_c + g6p_c			
R2039_reverse	0.0	gthrd_c + 3.0 h_c + so3_c --> C21787_c + h2o_c			
R2095_reverse	0.0	asn__L_c --> DASN_c			
R2140_reverse	0.0	C21000_m + 2.0 ficytb5_m + 2.0 h2o_m --> C21072_m + 2.0 focytb5_m + 2.0 h_m + o2_m			
R2146_reverse	0.0	ppcoa_m --> ppcoa_c			
R2148_reverse	0.0	GlY_PRO_c --> GlY_PRO_e			
R2151_reverse	0.0	inost_c --> inost_e			
R2153_reverse	0.0	GLY_ASP_c --> GLY_ASP_e			
R2156_reverse	0.0	2obut_c --> 2obut_e			
R2178_reverse	0.0	o2_x --> o2_c			
R2187_reverse	0.0	C160CAR_x + crn_c --> C160CAR_c + crn_x			
R2188_reverse	0.0	C180CAR_x + crn_c --> C180CAR_c + crn_x			
R2189_reverse	0.0	oaa_x --> oaa_c			
R2199_reverse	0.0	mal__L_x --> mal__L_c			
R2201_reverse	0.0	co2_c --> co2_e			
R2202_reverse	30.0	h2o_c --> h2o_e			
R2203_reverse	0.0	o2_c --> o2_e			
R2204_reverse	0.0	etoh_c --> etoh_e			
R2232_reverse	0.0	ade_c --> ade_e			
R2236_reverse	0.0	BUTN_e --> BUTN_c			
R2238_reverse	-0.0	nh4_c --> nh4_e			
R2241_reverse	0.0	so4_c --> so4_e			
R2244_reverse	0.0	dha_c --> dha_e			
R2254_reverse	0.0	srb__L_c --> srb__L_e			
R2255_reverse	0.0	rmn_c --> rmn_e			
R2260_reverse	0.0	abt__D_c + h_c --> abt__D_e + h_e			
R2261_reverse	0.0	abt_c + h_c --> abt_e + h_e			
R2262_reverse	0.0	h_c + rbt_c --> h_e + rbt_e			
R2263_reverse	0.0	galt_c + h_c --> galt_e + h_e			
R2265_reverse	0.0	h_c + sbt__D_c --> h_e + sbt__D_e			
R2268_reverse	0.0	cit_c --> cit_e			
R2274_reverse	0.0	glcur_c --> glcur_e			
R2299_reverse	25.213	h_c --> h_e			
R2316_reverse	7.647	fum_m --> fum_c			
R2317_reverse	0.0	icit_m --> icit_c			
R2318_reverse	0.0	cbp_m --> cbp_c			
R2319_reverse	0.0	PROP_c --> PROP_m			
R2321_reverse	0.0	ile__L_c --> ile__L_m			
R2323_reverse	0.0	lys__L_m --> lys__L_c			
R2328_reverse	5.719	h2o_m --> h2o_c			
R2329_reverse	0.0	o2_m --> o2_c			
R2330_reverse	0.931	co2_m --> co2_c			
R2331_reverse	0.0	nh4_m --> nh4_c			
R2335_reverse	0.0	bzal_c --> bzal_e			
R2336_reverse	0.0	GLYCO_c --> GLYCO_e			
R2337_reverse	0.0	4hbz_c --> 4hbz_e			
R2338_reverse	0.0	gam_c --> gam_e			
R2339_reverse	0.0	acgam_c --> acgam_e			
R2340_reverse	0.0	adn_c --> adn_e			
R2341_reverse	0.0	ins_c --> ins_e			
R2342_reverse	0.0	hom__L_c --> hom__L_e			
R2343_reverse	0.0	ala__D_c --> ala__D_e			
R2344_reverse	0.0	drib_c --> drib_e			
R2345_reverse	0.0	4abut_c --> 4abut_e			
R2346_reverse	0.0	tag__D_c --> tag__D_e			
R2347_reverse	0.0	CPD_3785_c --> CPD_3785_e			
R2348_reverse	0.0	CPD_8979_c --> CPD_8979_e			
R2349_reverse	0.0	5dglcn_c --> 5dglcn_e			
R2350_reverse	0.0	CPD_13061_c --> CPD_13061_e			
R2351_reverse	0.0	CPD_3618_c --> CPD_3618_e			
R2352_reverse	0.0	malon_c --> malon_e			
R2353_reverse	0.0	R_actn_c --> R_actn_e			
R2354_reverse	-0.0	hqn_c --> hqn_e			
R2355_reverse	0.0	ALA_GLY_c --> ALA_GLY_e			
R2356_reverse	0.0	ALA_HIS_c --> ALA_HIS_e			
R2357_reverse	0.0	CE5866_c --> CE5866_e			
R2358_reverse	0.0	GLY_MET_c --> GLY_MET_e			
R2359_reverse	0.0	gsn_c --> gsn_e			
R2360_reverse	0.0	DASN_c --> DASN_e			
R2361_reverse	0.0	no2_c --> no2_e			
R2362_reverse	0.0	xtsn_c --> xtsn_e			
R2363_reverse	0.0	asp__D_c --> asp__D_e			
R2364_reverse	0.0	ALA_ASP_c --> ALA_ASP_e			
R2365_reverse	0.0	urate_c --> urate_e			
R2366_reverse	0.0	GLY_GLU_c --> GLY_GLU_e			
R2367_reverse	0.0	ALA_GLU_c --> ALA_GLU_e			
R2368_reverse	0.0	ALA_GLN_c --> ALA_GLN_e			
R2369_reverse	0.0	MET_ALA_c --> MET_ALA_e			
R2370_reverse	0.0	glu__D_c --> glu__D_e			
R2371_reverse	0.0	ALA_THR_c --> ALA_THR_e			
R2372_reverse	0.0	GLY_ASN_c --> GLY_ASN_e			
R2373_reverse	0.0	GLY_GLN_c --> GLY_GLN_e			
R2374_reverse	0.0	lys__D_c --> lys__D_e			
R2375_reverse	0.0	ser__D_c --> ser__D_e			
R2376_reverse	0.0	ser__D_m --> ser__D_c			
R2377_reverse	0.0	C11821_c --> C11821_x			
R2378_reverse	0.0	amet_c --> amet_x			
R2387_reverse	0.0	dcdp_m --> dcdp_c			
R2388_reverse	0.0	dtmp_m --> dtmp_c			
R2389_reverse	0.0	2dhp_m --> 2dhp_c			
R2390_reverse	0.0	for_m --> for_c			
R2391_reverse	0.0	 --> h2o_e			
R2393_reverse	0.0	 --> nh4_e			
R2396_reverse	15.0	 --> o2_e			
R2397_reverse	0.0	 --> pi_e			
R2398_reverse	0.0	 --> so4_e			
R2399_reverse	0.0	 --> glc__D_e			
R2400_reverse	0.0	 --> h_e			
R2527_reverse	0.0	CPD_13036_m --> CPD_13036_c			
R2528_reverse	0.0	sbt__D_m --> sbt__D_c			
R2529_reverse	0.0	2D3DLR_m --> 2D3DLR_c			
R2530_reverse	0.0	lald__L_m --> lald__L_c			
